sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0.713898143,17.42779629,0.286101857,0.286101857,1,3,3.286101857,3.713898143,2.572203713,2,0,1,2,0.713898143,0,1,0,0,1,1,1,0.713898143,3.427796287,3.286101857,3,1,2.713898143,4.427796287,9.144407427,3.572203713,5,5
0.900353457,17.70106037,0,1,1,3.701060372,1.900353457,4,4,0.099646543,0.900353457,1.900353457,1.099646543,1.099646543,0.099646543,0.099646543,0.900353457,0,0.900353457,1,0.099646543,0.099646543,4.800706915,3.900353457,3.099646543,3.800706915,3.099646543,3.199293085,12.80424149,6.199293085,5.099646543,5
0.536714743,16.46328526,0.536714743,1,1,2.610144228,3.073429486,2.926570514,2.926570514,2.536714743,0,1,1,0,0.536714743,0.536714743,0.536714743,1,1,1,1,0,3.536714743,5,5,3.146858971,4.073429486,2.610144228,14,6.536714743,6.073429486,5
0,15.12367175,0.123671751,1,1,1.247343501,1.371015252,3.876328249,4,1.123671751,0,1,2,1.752656499,0.876328249,1,0,0,0.123671751,1,1,0.876328249,2.876328249,3.123671751,3.876328249,1.876328249,3.752656499,4.752656499,3.236717505,7.628984748,5.876328249,5
0,15.86445445,0.864454453,1,1,2.728908907,3.59336336,3.135545547,4,1.864454453,0,1,2,0.271091093,0.135545547,1,0,0,0.864454453,1,1,0.135545547,2.135545547,3.864454453,3.135545547,1.135545547,2.271091093,3.271091093,10.64454453,5.40663664,5.135545547,5
0.715306879,17.43061376,0.284693121,1,1,3.715306879,2.569386242,3.715306879,4,0.569386242,0.715306879,1.715306879,1.284693121,0.715306879,0,0.284693121,0.715306879,0,1,1,0.284693121,0,4.145920636,4,3,3.145920636,2.715306879,3,13.43061376,5.715306879,5,5
0.515003508,17.51500351,0,0.484996492,1,2.030007015,2.515003508,4,2.969992985,2,0,1,1.515003508,0.515003508,0,0.515003508,0,0.484996492,1,1,1,0.515003508,3.515003508,3.969992985,3.969992985,1,3,3.060014031,10.90997895,4.454989477,5,5
0.908823611,17.72647083,0,1,1,3.726470833,1.908823611,4,4,0.091176389,0.908823611,1.908823611,1.091176389,1.091176389,0.091176389,0.091176389,0.908823611,0,0.908823611,1,0.091176389,0.091176389,4.817647222,3.908823611,3.091176389,3.817647222,3.091176389,3.182352778,12.90588333,6.182352778,5.091176389,5
0.473639857,16.94727971,0.526360143,0.526360143,1,3,3.526360143,3.473639857,3.052720285,2,0,1,2,0.473639857,0,1,0,0,1,1,1,0.473639857,2.947279715,3.526360143,3,1,2.473639857,3.947279715,10.10544057,4.052720285,5,5
0.876813405,16.1231866,0.876813405,1,1,3.630440214,3.753626809,2.246373191,2.246373191,2.876813405,0,1,1,0,0.876813405,0.876813405,0.876813405,1,1,1,1,0,3.876813405,5,5,4.507253619,4.753626809,3.630440214,14,6.876813405,6.753626809,5
0,15.04018416,0,1,1,1,1.020092082,4,4,1.020092082,0,1,1.979907918,1.959815835,0.979907918,0.979907918,0,0.020092082,0.020092082,1,1,0.979907918,3,3.040184165,4.020092082,1.979907918,3.979907918,4.91963167,2.241104989,7.959815835,5.979907918,5
0.277070148,16.72292985,0.277070148,1,1,1.831210445,2.554140296,3.445859704,3.445859704,2.277070148,0,1,1,0,0.277070148,0.277070148,0.277070148,1,1,1,1,0,3.277070148,5,5,2.108280593,3.554140296,1.831210445,14,6.277070148,5.554140296,5
0.161419742,15.48425923,0,1,1,1.484259227,1.161419742,4,4,0.838580258,0.161419742,1.161419742,1.838580258,1.838580258,0.838580258,0.838580258,0.161419742,0,0.161419742,1,0.838580258,0.838580258,3.322839485,3.161419742,3.838580258,2.322839485,3.838580258,4.677160515,3.937036909,7.677160515,5.838580258,5
0,15.99839524,0.998395236,1,1,2.996790472,3.995185708,3.001604764,4,1.998395236,0,1,2,0.003209528,0.001604764,1,0,0,0.998395236,1,1,0.001604764,2.001604764,3.998395236,3.001604764,1.001604764,2.003209528,3.003209528,11.98395236,5.004814292,5.001604764,5
0,16.65300035,1,0.653000352,0.346999648,3.653000352,2.959001055,4,1.387998594,0,0.346999648,1.653000352,2,0,1,1,0,0,1,1,0,0,3.653000352,1.693999297,3.653000352,1.346999648,1.693999297,1.346999648,5.306000703,6.346999648,5.346999648,6
0,16.55045914,1,0.550459145,1,1.449540855,1.449540855,3,4,2,0.550459145,1,2,0,0,1,0,0,0.449540855,1,0.550459145,0,4.550459145,3,3.449540855,1,1.449540855,2.550459145,4,6.348622566,5.899081711,6
0,17,1,1,0.702959352,1.891121945,1.891121945,3.297040648,2.811837406,1.405918703,0.702959352,1.297040648,2,0,0.297040648,1,0,0,0.297040648,1,0.702959352,0,4.702959352,2.405918703,3.297040648,1,1,2.405918703,4.594081297,5.297040648,5,6
0.424637045,16.57536296,0.424637045,0.575362955,1,1.575362955,1.575362955,4,4,0.575362955,0,1.424637045,1.424637045,0,0,1,0.424637045,0,1,1,1,0,4.150725911,3.424637045,2,1,1.575362955,3.849274089,18,7.849274089,6.424637045,6
0,15.46869934,1,0.46869934,0.46869934,3.53130066,2.06260132,3.06260132,4,2,0,1,2.93739868,0,1,1,1,0.53130066,1,1,1,0.53130066,4.53130066,2.46869934,2.46869934,1,1.46869934,5,6.12520264,7.53130066,7.53130066,6
0,16.73583712,1,0.735837121,1,1.264162879,1.264162879,3,4,2,0.735837121,1,2,0,0,1,0,0,0.264162879,1,0.735837121,0,4.735837121,3,3.264162879,1,1.264162879,2.735837121,4,5.792488638,5.528325758,6
0,15,1,0.610690625,0.610690625,3.389309375,2.389309375,2.77861875,4,0.77861875,0,1.610690625,2,0,1,1,1,0.389309375,1,1,1,0.389309375,4.389309375,2.610690625,3.832071875,1,1,3.167928125,18.99243125,7.389309375,6.77861875,6
0,17.37127953,1,0.685639764,0.314360236,3.371279527,3.371279527,3,1.257440946,2,0,1.685639764,2,0,0.685639764,0.314360236,0,0,1,1,0,0,4,3,4,1,1.314360236,2.685639764,5.371279527,5.943080709,6.314360236,6
0,16,1,0.966700912,1,3,1,2.066598177,4,1.933401823,0.033299088,1,3.933401823,0,1,1,0.966700912,0,1,1,0.966700912,0,3.966700912,3,3,1.033299088,2.033299088,4.900102735,4,7,6.966700912,6
0,17.82419908,0.058600306,0.941399694,0.941399694,4,3.941399694,0.234401223,3.058600306,1.058600306,0,2.882799388,1.058600306,0,0.058600306,1,1,1,1,1,1,1,4.058600306,3.882799388,2.941399694,1.941399694,1.941399694,5,7.058600306,6.117200612,5.175800917,6
0.36320534,17,1,1,1,1.726410681,1.726410681,3.36320534,4,1.63679466,1,1,2,0,0,0.63679466,0,0.36320534,0,1,1,0,4.63679466,3,3.36320534,1,2.089616021,3.36320534,4,5.36320534,5,6
0,15.20726406,0.930911979,0.069088021,0.069088021,4,3.069088021,3.723647914,3.930911979,1.930911979,0,1.138176043,1.930911979,0,0.930911979,1,1,1,1,1,1,1,4.930911979,2.138176043,2.069088021,1.069088021,1.069088021,5,7.930911979,7.861823957,7.792735936,6
0,17.64268849,0,1,1,3.285376974,3.285376974,1.429246053,3.357311513,1,0,2.285376974,1,0,0,1,0.642688487,0.642688487,1,1,1,0.642688487,4.357311513,3.642688487,2.642688487,1.642688487,2,4.285376974,10.93042664,6.357311513,5.357311513,6
0,16,1,0.839970723,1,2.839970723,1.160029277,2.160029277,4,2,0,1,3.679941446,0,0.839970723,1,0.839970723,0,1,1,0.839970723,0,4,3,3.160029277,1,2,4.519912169,4,7.160029277,7,6
0,16,1,0.549812358,1,3,1,2.900375285,4,1.099624715,0.450187642,1,3.099624715,0,1,1,0.549812358,0,1,1,0.549812358,0,3.549812358,3,3,1.450187642,2.450187642,3.649437073,4,7,6.549812358,6
0,16.83718956,1,0.837189558,0.162810442,3.837189558,3.511568675,4,0.651241766,0,0.162810442,1.837189558,2,0,1,1,0,0,1,1,0,0,3.837189558,1.325620883,3.837189558,1.162810442,1.325620883,1.162810442,5.674379117,6.162810442,5.162810442,6
0.641891298,17,1,1,1,2.283782596,2.283782596,3.641891298,4,1.358108702,1,1,2,0,0,0.358108702,0,0.641891298,0,1,1,0,4.358108702,3,3.641891298,1,2.925673893,3.641891298,4,5.641891298,5,6
0,15.585235,1,1,1,1.707382501,2.414765003,3.707382501,4,2.707382501,1,1.707382501,1.292617499,0,0,1,0,0.707382501,0.707382501,1,0.292617499,0,3.585234997,4.414765003,1.585234997,1,1,4.414765003,1.170469995,7.122147504,6.414765003,6
0,16.06836363,1,0.068363627,1,1.931636373,1.931636373,3,4,2,0.068363627,1,2,0,0,1,0,0,0.931636373,1,0.068363627,0,4.068363627,3,3.931636373,1,1.931636373,2.068363627,4,7.79490912,6.863272747,6
0,16.92447347,0.358508842,0.641491158,0.641491158,4,3.641491158,1.434035368,3.358508842,1.358508842,0,2.282982316,1.358508842,0,0.358508842,1,1,1,1,1,1,1,4.358508842,3.282982316,2.641491158,1.641491158,1.641491158,5,7.358508842,6.717017684,6.075526526,6
0,16,1,0,1,2.698562802,1.301437198,3.698562802,4,0.602874397,0.698562802,1,2,0,0.698562802,1,0,0,1,1,0,0,3.301437198,3,3.301437198,1.698562802,2.698562802,2,4,7.301437198,6.301437198,6
0,16.49975833,1,1,1,2.000483344,1,2.499758328,4,2,0.499758328,1,3.000483344,0,0.500241672,1,0.500241672,0,0.500241672,1,1,0,4.499758328,3,3,1,1.500241672,4.000483344,4,6.000483344,6.000483344,6
0.141142489,17.85885751,0.141142489,1,1,3.858857511,3.858857511,0.564569955,3.141142489,1,0.141142489,2.717715022,1.141142489,0,0,0.858857511,0.858857511,1,0.858857511,1,1,0.858857511,4,3.858857511,3.141142489,1.858857511,2.282284978,4.858857511,6.576572534,6,5,6
0.568771845,15.56877185,1,0,1,1.862456309,1.431228155,3.137543691,4,0.431228155,0,1.568771845,2,0,0,1,1,0,1,1,1,0,3.431228155,4,2.862456309,1,1,5,14.55017476,8.137543691,6.568771845,6
0,17,0.864575638,1,1,1.135424362,1,3,3.729151276,1.864575638,0.864575638,1.135424362,2,0,0,1,0,0.135424362,0.135424362,1,1,0,4.864575638,2.864575638,3.270848724,1,1.135424362,3.270848724,3.729151276,5.135424362,5.135424362,6
0.624682158,17.37531784,1,1,0.624682158,3.375317842,3.375317842,3.624682158,2.498728631,1.375317842,0.624682158,1.375317842,2,0,0.375317842,0,0,0.624682158,0.375317842,1,0.624682158,0,4,3,4,1,2.874046473,3.624682158,4.750635685,5.624682158,5.375317842,6
0,17.22723303,0.257588991,0.742411009,1,3.742411009,3.484822017,0.515177983,3.257588991,1,0,2.484822017,1.257588991,0,0,1,1,0.742411009,1,1,1,0.742411009,4,4,3.257588991,1.742411009,1.742411009,5,7.772766974,6.257588991,5.257588991,6
0,17.27563114,0.241456287,0.758543713,0.758543713,4,3.758543713,0.965825148,3.241456287,1.241456287,0,2.517087426,1.241456287,0,0.241456287,1,1,1,1,1,1,1,4.241456287,3.517087426,2.758543713,1.758543713,1.758543713,5,7.241456287,6.482912574,5.724368861,6
0,17.27116537,0.242944877,0.757055123,0.757055123,4,3.757055123,0.971779508,3.242944877,1.242944877,0,2.514110246,1.242944877,0,0.242944877,1,1,1,1,1,1,1,4.242944877,3.514110246,2.757055123,1.757055123,1.757055123,5,7.242944877,6.485889754,5.728834631,6
0.305140601,16.3051406,1,0.305140601,1,3,1.610281203,4,4,0.305140601,1,1,2,0,0.694859399,0.694859399,0,0.305140601,0.694859399,1,0.305140601,0,3.305140601,3,3.305140601,1.694859399,3.305140601,2.610281203,4,6.694859399,5.694859399,6
0.148940646,16.85105935,0.148940646,0.851059354,1,1.851059354,1.851059354,4,4,0.851059354,0,1.148940646,1.148940646,0,0,1,0.148940646,0,1,1,1,0,4.702118709,3.148940646,2,1,1.851059354,3.297881291,18,7.297881291,6.148940646,6
0,15.65810712,1,0.658107115,1,3,1.341892885,2,4,1.658107115,0,1,3.316214231,0,0.658107115,1,1,0,1,1,1,0,4,3.341892885,3.341892885,1,1.658107115,5,6.051357308,7,6.658107115,6
0,15,1,0.215056961,1,3,2,2,4,0.784943039,0,1.215056961,2,0,0.215056961,1,1,0,1,1,1,0,4,3.784943039,4.215056961,1,1,4.354829118,13.44091137,7,6,6
0,17.93919223,1,1,0,4,4,3.060807769,0,1.878384462,0,2,2,0,1,0.060807769,0,0,1,1,0,0,4,2.878384462,4,1,1,2.878384462,6,5.060807769,5.939192231,6
0,16.21501319,0.594995605,0.405004395,0.405004395,4,3.405004395,2.379982419,3.594995605,1.594995605,0,1.810008791,1.594995605,0,0.594995605,1,1,1,1,1,1,1,4.594995605,2.810008791,2.405004395,1.405004395,1.405004395,5,7.594995605,7.189991209,6.784986814,6
0,17.17462311,1,1,0,4,4,3.825376886,0,0.349246229,0,2,2,0,1,0.825376886,0,0,1,1,0,0,4,1.349246229,4,1,1,1.349246229,6,5.825376886,5.174623114,6
0.106830251,17,1,1,1,1.213660502,1.213660502,3.106830251,4,1.893169749,1,1,2,0,0,0.893169749,0,0.106830251,0,1,1,0,4.893169749,3,3.106830251,1,1.320490753,3.106830251,4,5.106830251,5,6
0,17.64733486,0.117555048,1,1,3.882444952,3.764889905,0.235110095,3.117555048,0.882444952,0,2.882444952,1.117555048,0,0.117555048,1,1,0.882444952,1,1,1,0.882444952,4,3.882444952,3.235110095,1.882444952,1.882444952,4.647334857,9.233545906,6.117555048,5.117555048,6
0,15.07840941,1,0,0.078409406,3.921590594,2.843181187,4,4,1.843181187,0.078409406,1,2,0,1,1,0.921590594,0.921590594,1,1,0.921590594,0.921590594,4.843181187,2.078409406,2.078409406,1.078409406,1.156818813,4.764771781,7.686362375,7.921590594,7.843181187,6
0,16,1,0,1,2.568811111,1.431188889,3.568811111,4,0.862377778,0.568811111,1,2,0,0.568811111,1,0,0,1,1,0,0,3.431188889,3,3.431188889,1.568811111,2.568811111,2,4,7.431188889,6.431188889,6
0,15.38104309,0.872985638,0.127014362,0.127014362,4,3.127014362,3.491942551,3.872985638,1.872985638,0,1.254028724,1.872985638,0,0.872985638,1,1,1,1,1,1,1,4.872985638,2.254028724,2.127014362,1.127014362,1.127014362,5,7.872985638,7.745971276,7.618956914,6
1,18.48579932,0,1,1,1.838066892,1,4,4,2.838066892,0.323866215,1.838066892,1,0.485799323,0,0,0,0.838066892,0,1,0.838066892,0.838066892,4.161933108,4.161933108,3,1.323866215,3,4.676133785,4.676133785,7.485799323,6.323866215,7
1,17.21482894,0,1,1,2.261723688,1.630861844,4,4,2,0.738276312,1.630861844,1.630861844,2.369138156,0.630861844,0.630861844,0,0,0.630861844,1,0.630861844,0.630861844,4.369138156,4.369138156,3.630861844,1.738276312,3.630861844,3,4.892585531,6.845690781,8.630861844,7
0.205420791,16.58915842,0,1,1,3.794579209,2.794579209,0.821683164,4,1.205420791,0,2,2.794579209,0.410841582,0.205420791,1,0.794579209,0.794579209,1,1,1,1,4,4,2.410841582,1,1.616262373,3.794579209,6,6.589158418,7.410841582,7
0.390148831,15.60985117,0.609851169,1,0.390148831,3,1.390148831,2.780297662,4,2,0,1.390148831,2,2.609851169,0.390148831,1,0.609851169,0,1,1,1,0.390148831,2.780297662,3.390148831,3.390148831,1.609851169,2.780297662,3.609851169,5.390148831,6.219702338,7.780297662,7
1,18.17747348,0,1,1,1.940842173,1,4,4,2.940842173,0.118315653,1.940842173,1,0.17747348,0,0,0,0.940842173,0,1,0.940842173,0.940842173,4.059157827,4.059157827,3,1.118315653,3,4.881684347,4.881684347,7.17747348,6.118315653,7
0,15.76444783,1,1,0.23555217,3.23555217,1.70665651,2,3.05779132,2.23555217,0.23555217,1,2,2.52889566,0.23555217,1,0.76444783,0.23555217,0.76444783,1,1,0,2.47110434,3.23555217,3.23555217,1.76444783,1.76444783,3.76444783,4.29334349,7,7,7
0,15.24031907,1,1,0.759680927,3.759680927,3.27904278,2,0.961276294,2.759680927,0.759680927,1,2,1.480638147,0.759680927,1,0.240319073,0.759680927,0.240319073,1,1,0,3.519361853,3.759680927,3.759680927,1.240319073,1.240319073,3.240319073,2.72095722,7,7,7
0.950590909,17.85177273,0.049409091,1,1,2.098818181,1.148227272,3.901181819,3.802363637,3,0.049409091,1.950590909,1.049409091,0.049409091,0.049409091,0.049409091,0,1,0,1,1,0.950590909,4,4,3.049409091,1,2.901181819,4.901181819,4.851772728,7,6.049409091,7
0.286145009,15.85843503,0.713854991,1,1,3.427709982,3.141564973,2.572290018,1.144580036,3,0.713854991,1.286145009,1.713854991,0.713854991,0.713854991,0.713854991,0,1,0,1,1,0.286145009,4,4,3.713854991,1,1.572290018,3.572290018,2.858435027,7,6.713854991,7
0,15.2699766,1,1,0.730023395,3.730023395,3.190070185,2,1.079906419,2.730023395,0.730023395,1,2,1.53995321,0.730023395,1,0.269976605,0.730023395,0.269976605,1,1,0,3.46004679,3.730023395,3.730023395,1.269976605,1.269976605,3.269976605,2.809929815,7,7,7
0.629167667,15.37083233,0.370832333,1,0.629167667,3,1.629167667,3.258335334,4,2,0,1.629167667,2,2.370832333,0.629167667,1,0.370832333,0,1,1,1,0.629167667,3.258335334,3.629167667,3.629167667,1.370832333,3.258335334,3.370832333,5.629167667,5.741664666,8.258335334,7
1,16.03262387,0,1,1,2.655792043,1.655792043,4,4,2.344207957,0,2,1.655792043,1.311584085,0.655792043,0.655792043,0,0.344207957,0.655792043,1,1,1,4,4,3.655792043,1,3.655792043,3.688415915,5.655792043,5.688415915,7.967376128,7
1,16.88944937,0,0.055275317,1,1.110550634,1.055275317,4,2.110550634,2,0,3.889449366,2,2.944724683,0.055275317,0.055275317,0,0.944724683,1,0.055275317,0.055275317,1,4.944724683,3.055275317,4.944724683,1,4.944724683,4.889449366,0.331651902,5,8.055275317,7
1,17.65233966,0,0.652339662,1,1.652339662,1,4,3.304679323,2.652339662,0,2.695320677,1.347660338,1.042981015,0,0,0,1,0.347660338,0.652339662,0.652339662,1,4.347660338,3.652339662,3.695320677,1,3.695320677,5,3.261698309,6.304679323,6.695320677,7
0.255513622,16.48897276,0,1,1,3.744486378,2.744486378,1.022054487,4,1.255513622,0,2,2.744486378,0.511027243,0.255513622,1,0.744486378,0.744486378,1,1,1,1,4,4,2.511027243,1,1.766540865,3.744486378,6,6.488972757,7.511027243,7
0.82136993,15.35726014,0,1,1,3.17863007,2.17863007,3.28547972,4,1.82136993,0,2,2.17863007,1.64273986,0.82136993,1,0.17863007,0.17863007,1,1,1,1,4,4,3.64273986,1,3.46410979,3.17863007,6,5.35726014,8.64273986,7
1,17.77850901,0,0.778509014,1,1.778509014,1,4,3.557018029,2.778509014,0,2.442981971,1.221490986,0.664472957,0,0,0,1,0.221490986,0.778509014,0.778509014,1,4.221490986,3.778509014,3.442981971,1,3.442981971,5,3.892545072,6.557018029,6.442981971,7
0.382937311,17.23412538,0.382937311,0.617062689,0.617062689,3.382937311,2.148811932,2.468250758,2.851188068,1,0,1,2,0.617062689,0,0.382937311,0,0.617062689,1,1,0.617062689,0.617062689,4.617062689,2.234125379,3,1.765874621,2.531749242,4.382937311,16.76587462,8.617062689,7.234125379,7
0.659953243,18,0,1,1,2.340046757,1,4,4,2.319906486,0,1.659953243,1.340046757,0.340046757,0,0,0,1,0.340046757,1,1,1,4.340046757,3.659953243,3,1,2.319906486,4.659953243,8.740514329,7.680093514,6.680093514,7
0.381850693,15,0.618149307,1,1,3.618149307,3.236298613,2.763701387,1.527402774,2.618149307,0.618149307,1.381850693,2,1.381850693,1,1,0,0.618149307,0.381850693,1,1,0.381850693,4,4,4,1,2.14555208,3,3.527402774,6.236298613,7.763701387,7
1,17.06643379,0,0.016608447,1,1,1,4,2.033216894,2,0.033216894,3.950174659,1.983391553,3,0,0,0,0.983391553,0.983391553,0.016608447,0,0.983391553,5,3.033216894,4.966783106,1.033216894,4.966783106,4.966783106,0.049825341,5.083042235,8,7
0.667713753,15,0.332286247,1,1,3.332286247,2.664572494,3.335427506,2.670855011,2.332286247,0.332286247,1.667713753,2,1.667713753,1,1,0,0.332286247,0.667713753,1,1,0.667713753,4,4,4,1,3.003141258,3,4.670855011,5.664572494,8.335427506,7
0.234416139,18,0,1,1,2.765583861,1,4,4,1.468832278,0,1.234416139,1.765583861,0.765583861,0,0,0,1,0.765583861,1,1,1,4.765583861,3.234416139,3,1,1.468832278,4.234416139,13.42142247,8.531167722,7.531167722,7
0.000696245,17.99860751,0.000696245,0.999303755,0.999303755,3.000696245,1.002088735,3.99721502,3.997911265,1,0,1,2,0.999303755,0,0.000696245,0,0.999303755,1,1,0.999303755,0.999303755,4.999303755,2.99860751,3,1.00139249,1.00278498,4.000696245,16.00139249,8.999303755,7.99860751,7
1,15.84138766,0.841387661,0.158612339,0.158612339,3.841387661,3.682775321,0.634449358,1.475837018,1.158612339,0,1.158612339,2,0.317224679,0.158612339,1,0,0,1,1,0.158612339,0.158612339,4,1.475837018,3.158612339,2.682775321,4.841387661,4.682775321,16.09665193,7.524162982,6.475837018,7
0.747911589,15.25208841,0.252088411,1,0.747911589,3,1.747911589,3.495823178,4,2,0,1.747911589,2,2.252088411,0.747911589,1,0.252088411,0,1,1,1,0.747911589,3.495823178,3.747911589,3.747911589,1.252088411,3.495823178,3.252088411,5.747911589,5.504176822,8.495823178,7
0,15.34242112,1,1,0.657578878,3.657578878,2.972736635,2,1.369684487,2.657578878,0.657578878,1,2,1.684842243,0.657578878,1,0.342421122,0.657578878,0.342421122,1,1,0,3.315157757,3.657578878,3.657578878,1.342421122,1.342421122,3.342421122,3.027263365,7,7,7
1,17.19053357,0,0.190533571,1,1.190533571,1,4,2.381067142,2.190533571,0,3.618932858,1.809466429,2.428399288,0,0,0,1,0.809466429,0.190533571,0.190533571,1,4.809466429,3.190533571,4.618932858,1,4.618932858,5,0.952667854,5.381067142,7.618932858,7
0,16.25974583,0.370127083,1,1,4,3.370127083,0.740254166,2.519491667,1.740254166,0.370127083,1.629872917,2.629872917,0.370127083,0.370127083,1,0.629872917,1,0.629872917,1,1,0.629872917,4,4,2.740254166,1,1,3.629872917,4.519491667,7,7,7
0.727272335,19.63636167,0.272727665,1,0.727272335,1.54545533,1,3.45454467,4,2,1.45454467,1,1.272727665,3,0,0.272727665,0.272727665,0,0.272727665,1,0.272727665,0,4.181817004,4.45454467,3,2.727272335,2.727272335,3.272727665,3.54545533,9.181817004,7.727272335,7
0.52533343,18.62666715,0.47466657,1,0.52533343,1.94933314,1,3.05066686,4,2,1.05066686,1,1.47466657,3,0,0.47466657,0.47466657,0,0.47466657,1,0.47466657,0,3.57600029,4.05066686,3,2.52533343,2.52533343,3.47466657,3.94933314,8.57600029,7.52533343,7
0.014610425,16.97077915,0,1,1,3.985389575,2.985389575,0.058441699,4,1.014610425,0,2,2.985389575,0.02922085,0.014610425,1,0.985389575,0.985389575,1,1,1,1,4,4,2.02922085,1,1.043831275,3.985389575,6,6.97077915,7.02922085,7
1,17.37574105,0,0.375741054,1,1.375741054,1,4,2.751482107,2.375741054,0,3.248517893,1.624258946,1.872776839,0,0,0,1,0.624258946,0.375741054,0.375741054,1,4.624258946,3.375741054,4.248517893,1,4.248517893,5,1.878705268,5.751482107,7.248517893,7
1,18.46813762,0,1,1,1.843954127,1.421977063,4,4,2,1.156045873,1.421977063,1.421977063,2.578022937,0.421977063,0.421977063,0,0,0.421977063,1,0.421977063,0.421977063,4.578022937,4.578022937,3.421977063,2.156045873,3.421977063,3,4.26593119,7.890114683,8.421977063,7
0.558273615,15.88345277,0,1,1,3.441726385,2.441726385,2.233094459,4,1.558273615,0,2,2.441726385,1.116547229,0.558273615,1,0.441726385,0.441726385,1,1,1,1,4,4,3.116547229,1,2.674820844,3.441726385,6,5.883452771,8.116547229,7
0.586807314,15.82638537,0,1,1,3.413192686,2.413192686,2.347229257,4,1.586807314,0,2,2.413192686,1.173614629,0.586807314,1,0.413192686,0.413192686,1,1,1,1,4,4,3.173614629,1,2.760421943,3.413192686,6,5.826385371,8.173614629,7
0.91892059,16.83784118,0.08107941,0.08107941,1,1.24323823,1.24323823,3.83784118,1.83784118,2.08107941,0.08107941,3.75676177,2,2.83784118,0.08107941,0.08107941,0,1,0.91892059,0.08107941,0.08107941,0.91892059,4.91892059,3.08107941,4.91892059,1,4.67568236,4.83784118,0.16215882,5.16215882,7.91892059,7
0.684142086,19.42071043,0.315857914,1,0.684142086,1.631715828,1,3.368284172,4,2,1.368284172,1,1.315857914,3,0,0.315857914,0.315857914,0,0.315857914,1,0.315857914,0,4.052426258,4.368284172,3,2.684142086,2.684142086,3.315857914,3.631715828,9.052426258,7.684142086,7
0.179961794,16.64007641,0,1,1,3.820038206,2.820038206,0.719847174,4,1.179961794,0,2,2.820038206,0.359923587,0.179961794,1,0.820038206,0.820038206,1,1,1,1,4,4,2.359923587,1,1.539885381,3.820038206,6,6.640076413,7.359923587,7
0.146307301,15.8536927,0.853692699,1,0.146307301,3,1.146307301,2.292614603,4,2,0,1.146307301,2,2.853692699,0.146307301,1,0.853692699,0,1,1,1,0.146307301,2.292614603,3.146307301,3.146307301,1.853692699,2.292614603,3.853692699,5.146307301,6.707385397,7.292614603,7
0.693974778,16.38794956,0.306025222,0.306025222,1,1.918075666,1.918075666,3.387949556,1.387949556,2.306025222,0.306025222,3.081924334,2,2.387949556,0.306025222,0.306025222,0,1,0.693974778,0.306025222,0.306025222,0.693974778,4.693974778,3.306025222,4.693974778,1,3.775899113,4.387949556,0.612050444,5.612050444,7.693974778,7
0,15.36431932,1,1,0.635680685,3.635680685,2.907042054,2,1.457277261,2.635680685,0.635680685,1,2,1.72863863,0.635680685,1,0.364319315,0.635680685,0.364319315,1,1,0,3.27136137,3.635680685,3.635680685,1.364319315,1.364319315,3.364319315,3.092957946,7,7,7
1,17.78257948,0,0.782579479,1,1.782579479,1,4,3.565158958,2.782579479,0,2.434841042,1.217420521,0.652261563,0,0,0,1,0.217420521,0.782579479,0.782579479,1,4.217420521,3.782579479,3.434841042,1,3.434841042,5,3.912897395,6.565158958,6.434841042,7
1,15.38726939,0,0.806365304,1,2.612730609,1.806365304,4,3.612730609,2,0,2.387269391,2,2.193634696,0.806365304,0.806365304,0,0.193634696,1,0.806365304,0.806365304,1,4.193634696,3.806365304,4.193634696,1,4.193634696,3.387269391,4.838191826,5,8.806365304,7
1,15.58321899,0,1,1,2.805593671,1.805593671,4,4,2.194406329,0,2,1.805593671,1.611187343,0.805593671,0.805593671,0,0.194406329,0.805593671,1,1,1,4,4,3.805593671,1,3.805593671,3.388812657,5.805593671,5.388812657,8.416781014,7
1,15.50910488,0,0.74544756,1,2.490895121,1.74544756,4,3.490895121,2,0,2.509104879,2,2.25455244,0.74544756,0.74544756,0,0.25455244,1,0.74544756,0.74544756,1,4.25455244,3.74544756,4.25455244,1,4.25455244,3.509104879,4.472685362,5,8.74544756,7
1,17.97008207,0,0.970082073,1,1.970082073,1,4,3.940164147,2.970082073,0,2.059835853,1.029917927,0.08975378,0,0,0,1,0.029917927,0.970082073,0.970082073,1,4.029917927,3.970082073,3.059835853,1,3.059835853,5,4.850410367,6.940164147,6.059835853,7
1,21.58232936,1,1,1,2.832931742,1.083534129,2.083534129,2,3,0.167068258,1.083534129,1.083534129,2.749397614,0,0,0.083534129,0.083534129,0,0.083534129,1,0.916465871,4.916465871,4,4.916465871,4.916465871,5,1.334136515,15.66586348,6.083534129,8,8
0.446509851,18.55349015,1,0.553490149,1,2.106980298,3,3.553490149,3.106980298,1.446509851,1.106980298,1,2.660470446,0.446509851,0,0.553490149,0.553490149,0.553490149,1,0.553490149,1,0.446509851,4,3,3,1.446509851,2.446509851,3,8.660470446,8,7.553490149,8
